id,SalePrice
2,103562.86597778345
4,275038.6972420098
6,197812.07847852085
7,213965.53536382818
17,218351.0846234695
18,310392.2736724155
22,208177.60678329508
27,111692.02872760833
31,87582.19433119075
36,141122.66044818042
39,358990.9660217458
40,232504.06305852567
42,304259.13226273557
46,215494.6758213436
53,173127.57018564112
58,180259.602859072
61,294435.0038692184
72,227634.43394968257
79,118415.51530845252
80,215672.0966082405
82,162229.21425040285
83,87739.52786302108
85,158885.28142528914
88,121117.67975784148
92,269504.369740041
93,280604.25839496986
95,189031.58205300078
102,167330.304183183
103,167751.7444644931
106,256573.00681171086
107,160964.1479437952
110,238415.0158479954
114,212089.13227273474
116,194626.52437467326
117,162765.03897772002
118,144062.55959608292
125,160922.0707930571
126,171452.87950097708
127,144914.025893516
128,190072.82473381644
134,136602.94094764968
135,192613.69231729725
137,282077.2955566726
143,141100.44965272828
147,128222.71168591866
148,169218.3812579197
150,119107.45299815579
156,145572.10074058687
157,128089.72618974574
159,132511.79092544937
161,263887.3271708174
167,132051.7843280213
170,120476.10844978316
171,97880.22367559758
175,94074.2600485549
179,121847.58500860185
181,108984.54676804772
186,208098.89863966996
193,189517.91925885557
194,81319.27592354437
206,95506.43527838298
208,145415.54470446391
210,159707.03063730258
211,93992.47156177106
212,107007.6513718786
214,82449.9685310133
215,135282.95826358796
217,128864.95366271405
222,153052.11980159636
227,138745.29080530474
228,157037.39389514492
233,249821.10897417276
235,136256.3203270702
238,139253.80731312034
241,180881.57742561484
252,184954.6344207039
253,184259.0522293232
256,158150.95272031694
257,136368.3467460928
258,195388.1233002763
259,182867.38181209107
261,158246.16424863096
263,121870.29657996584
266,232684.65825660212
267,216195.21670741178
270,133797.34379162648
271,259226.98523148362
276,95980.17461997397
285,155484.03413430415
288,77837.5639678399
289,147029.39246111325
290,125224.6920074534
291,108144.48153788029
292,113039.09485281997
293,186999.43202188605
294,223850.04528884927
295,178167.77308657483
304,113788.8549670305
322,340123.90496050037
326,157777.40608920477
327,91810.92519878433
328,121662.05920125595
331,74404.31491124361
332,77193.4235887436
333,91123.0473131204
335,143652.15327704872
