id,SalePrice
2,97228.4886670303
4,270192.88825540984
6,198136.87036213322
7,210627.28160965315
17,217459.05743750575
18,301384.0416679504
22,197010.44615826028
27,112112.41707935915
31,91774.14890328402
36,138158.31035450727
39,357473.6266281418
40,230440.14315929444
42,300297.94115622446
46,213797.93617468586
53,179598.75917525342
58,182760.05340516323
61,308592.13229765673
72,221719.21512984618
79,120642.4158921456
80,216899.9970289558
82,154608.24157176394
83,84507.5767190815
85,155081.4397351416
88,120567.80657713414
92,280009.9904415622
93,283896.11727418087
95,189886.92826765604
102,173801.36933771765
103,175114.42028515015
106,252853.65103376328
107,160607.71988472788
110,234333.90521835283
114,219470.3427063908
116,187925.08539290677
117,154839.18921729535
118,142007.78342140635
125,169307.31323901637
126,173640.10149073342
127,143687.00097782232
128,198717.7925178847
134,143465.83121478322
135,186999.3482836864
137,277426.42657723336
143,138317.21865455908
147,130295.46809484423
148,167526.66028018482
150,119265.75687704876
156,143332.16889187426
157,131409.0135387125
159,129455.21323225665
161,291631.22973025206
167,132863.06378707202
170,134674.34250428434
171,90458.67389530169
175,95246.09781506193
179,116986.02348919728
181,109214.06514179832
186,191915.4693687589
193,189638.3964274138
194,81585.92136266653
206,100916.09340476627
208,130381.95900795606
210,159188.60039142965
211,87625.59688817138
212,97712.58265500383
214,71951.41406023061
215,115046.23672829589
217,129780.68849707911
222,154621.77570953788
227,134610.16133262296
228,153444.80452478392
233,249807.65555149986
235,134194.53838053637
238,135269.03832025424
241,178304.95862161444
252,185639.09350674917
253,184385.92256300873
256,154746.30392079306
257,138884.8918353213
258,193971.44387371163
259,181076.98078814172
261,154642.32529094937
263,122941.64385870987
266,230479.07572178764
267,218766.29189608415
270,142061.71765544295
271,261332.2592650195
276,101098.32877331611
285,157125.16757989558
288,80294.22816320824
289,146581.5024688215
290,127478.43647421173
291,109763.827102508
292,108855.08045529055
293,209414.4029872136
294,228056.2683447043
295,175131.48851054092
304,112069.41537903142
322,341676.07362126186
326,160560.66786091472
327,93967.02649403662
328,124908.21558712976
331,88124.2212417087
332,81733.05132734017
333,93861.4649650617
335,136096.4852983851
337,164673.98950230726
342,116789.40578921686
343,171984.4986031828
347,186731.16380763237
350,340638.76596706535
352,223210.01151805973
358,194203.0458948759
359,179724.77084290562
360,160436.35074074357
368,303124.840646017
369,257980.32099275177
373,182693.85333153242
377,272873.7375551833
383,185663.28160570672
386,233367.6197789978
387,242424.80206182977
390,161085.48728760457
391,155604.1634463811
395,160618.59265473278
397,140361.855717407
398,111008.22821711698
401,108557.60152243478
404,110492.71135239952
408,113798.49053995618
409,132618.29112206688
410,144262.34759614774
418,127039.43030313887
422,431203.8392407931
427,310891.0462260897
431,363174.5830920749
433,530271.0037854244
437,377485.3833005953
438,263470.82358613505
442,328822.14226456516
447,202346.4949158108
459,313463.0490801067
460,247403.73075471522
464,179736.87748498056
465,185606.03042694076
467,181704.28509821207
468,191385.89017392165
474,181036.96951353614
480,195634.7392626379
481,201308.10925367518
483,198501.93404894232
488,181692.8618988324
492,196745.556132325
494,179608.63563497498
499,323426.5038941392
500,250591.57342881124
501,312737.653131096
503,240467.78709855213
506,263971.02210522577
508,242829.44658451888
511,276804.16937523586
515,234840.70530119524
519,230891.5609119116
521,281921.6819756471
530,237322.74389818512
532,231008.05017831322
534,180420.3158156792
540,166089.21663987433
541,134878.1141992854
551,159918.390487051
552,141945.95708143862
554,73833.86483589612
555,118623.30136521804
556,119107.1837234814
557,118158.1812162149
565,246362.6595912533
566,287046.14854889776
567,159004.29826154624
569,218152.08869026648
570,191331.6280089063
574,217973.42607428378
575,334047.89854294964
576,196141.03344106418
577,204726.46520103113
578,211869.00832053612
583,226798.05474521627
584,217682.89471182774
585,152870.41398921225
587,207860.13703279445
593,222752.8251514848
597,201083.20349186764
598,181783.1977271285
599,147481.54442263048
600,117793.63362191395
605,158887.1101589632
607,165554.67053311897
608,143766.70241272106
611,170480.51989373646
616,118214.43581983919
625,168059.47250182138
629,151466.96383268965
630,128542.21981023891
631,140467.68016580795
640,167546.796094921
642,162503.9851864976
643,144987.13137154718
646,103527.78912044605
647,160235.24865797337
655,87471.25999726864
659,114279.90299885473
663,65604.93042005345
665,101475.1564941852
667,189137.15972474366
673,144199.58018076597
676,134289.07919186543
680,147253.7945960539
682,128979.7676062633
687,140928.16251859436
688,143273.26372626208
692,112570.22243872331
693,114553.98191485797
695,121446.36789905488
697,122475.81765526411
700,131891.62982620372
702,113222.41953875197
703,130732.00139322903
704,89311.59502882203
712,108789.92017083484
713,87547.75538811108
717,193179.93843693886
720,191608.47892950295
721,66279.33487087877
726,151500.40798866542
733,101583.84031897498
736,122048.15963342664
738,103269.29268168235
741,121187.04365209218
743,51551.700400485504
745,106120.33511991274
750,146682.56229987298
756,98849.61359501247
757,126362.1171399522
758,115512.26359675251
760,99877.39958912568
765,142181.88186689545
775,124239.92889475965
776,127852.81686611517
780,170173.35116318468
783,233622.78765660475
790,123841.27603030085
795,67248.29201023845
796,138225.33029728782
797,139531.35819543188
798,111231.33804231627
804,206847.28238218196
805,233670.00195726834
806,247948.51219413526
808,109830.8614299884
814,145170.6163245002
818,285788.43266041926
821,274564.50234700664
822,320180.05202888575
825,298435.265125601
827,234982.4801164223
830,198272.9668008632
834,243010.12085327884
835,211467.55446744483
842,134168.44922717445
845,213633.333032043
852,216472.300979395
857,136139.31116777437
858,155231.64136871253
859,131476.285146096
860,116640.19625211268
861,132056.20538136133
864,265634.886333327
868,187652.3658031361
869,200610.00023481142
872,297453.57000456174
